sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
130,day3/members/bjorn/18_0629.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
130,day3/members/bjorn/18_0629.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.077,outputs/03_anonymisation/13_falco/images/day3/members/bjorn/18_0629.webp,heuristic_or_automatically_generated,no,yes
131,day3/members/klaus/08_0380.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
131,day3/members/klaus/08_0380.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
132,day3/members/klaus/08_0380.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
132,day3/members/klaus/08_0380.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
133,day2/members/onanong/18_0325.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
133,day2/members/onanong/18_0325.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.032,outputs/03_anonymisation/12_riddle/images/day2/members/onanong/18_0325.webp,heuristic_or_automatically_generated,no,yes
134,day2/members/onanong/18_0325.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
134,day2/members/onanong/18_0325.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.031,outputs/03_anonymisation/13_falco/images/day2/members/onanong/18_0325.webp,heuristic_or_automatically_generated,no,yes
135,day1/members/cathal/10_0676.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
135,day1/members/cathal/10_0676.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.045,outputs/03_anonymisation/12_riddle/images/day1/members/cathal/10_0676.webp,heuristic_or_automatically_generated,no,yes
136,day1/members/cathal/10_0676.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
136,day1/members/cathal/10_0676.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.016,outputs/03_anonymisation/13_falco/images/day1/members/cathal/10_0676.webp,heuristic_or_automatically_generated,no,yes
137,day1/members/allie/09_0273.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
137,day1/members/allie/09_0273.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.019,outputs/03_anonymisation/12_riddle/images/day1/members/allie/09_0273.webp,heuristic_or_automatically_generated,no,yes
138,day1/members/allie/09_0273.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
138,day1/members/allie/09_0273.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.012,outputs/03_anonymisation/13_falco/images/day1/members/allie/09_0273.webp,heuristic_or_automatically_generated,no,yes
139,day4/members/allie/09_0480.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
139,day4/members/allie/09_0480.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.063,outputs/03_anonymisation/12_riddle/images/day4/members/allie/09_0480.webp,heuristic_or_automatically_generated,no,yes
140,day4/members/allie/09_0480.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
140,day4/members/allie/09_0480.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.035,outputs/03_anonymisation/13_falco/images/day4/members/allie/09_0480.webp,heuristic_or_automatically_generated,no,yes
141,day1/members/cathal/12_0342.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
141,day1/members/cathal/12_0342.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
142,day1/members/cathal/12_0342.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
142,day1/members/cathal/12_0342.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
143,day1/members/stevan/18_0597.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
143,day1/members/stevan/18_0597.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.091,outputs/03_anonymisation/12_riddle/images/day1/members/stevan/18_0597.webp,heuristic_or_automatically_generated,no,yes
144,day1/members/stevan/18_0597.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
144,day1/members/stevan/18_0597.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.066,outputs/03_anonymisation/13_falco/images/day1/members/stevan/18_0597.webp,heuristic_or_automatically_generated,no,yes
145,day2/members/onanong/11_0590.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
145,day2/members/onanong/11_0590.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.025,outputs/03_anonymisation/12_riddle/images/day2/members/onanong/11_0590.webp,heuristic_or_automatically_generated,no,yes
146,day2/members/onanong/11_0590.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
146,day2/members/onanong/11_0590.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.014,outputs/03_anonymisation/13_falco/images/day2/members/onanong/11_0590.webp,heuristic_or_automatically_generated,no,yes
147,day1/members/luca/14_0698.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
147,day1/members/luca/14_0698.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.087,outputs/03_anonymisation/12_riddle/images/day1/members/luca/14_0698.webp,heuristic_or_automatically_generated,no,yes
148,day1/members/luca/14_0698.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
148,day1/members/luca/14_0698.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.030,outputs/03_anonymisation/13_falco/images/day1/members/luca/14_0698.webp,heuristic_or_automatically_generated,no,yes
149,day1/members/stevan/17_0340.webp,riddle,author,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
149,day1/members/stevan/17_0340.webp,riddle,partner,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/12_riddle/images/day1/members/stevan/17_0340.webp,inherited_or_reused_review_result,no,yes
150,day1/members/stevan/17_0340.webp,falco,author,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
150,day1/members/stevan/17_0340.webp,falco,partner,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/13_falco/images/day1/members/stevan/17_0340.webp,inherited_or_reused_review_result,no,yes
151,day2/members/cathal/14_0185.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
151,day2/members/cathal/14_0185.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
152,day2/members/cathal/14_0185.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
152,day2/members/cathal/14_0185.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
153,day3/members/allie/12_0148.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
153,day3/members/allie/12_0148.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.091,outputs/03_anonymisation/12_riddle/images/day3/members/allie/12_0148.webp,heuristic_or_automatically_generated,no,yes
154,day3/members/allie/12_0148.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
154,day3/members/allie/12_0148.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.086,outputs/03_anonymisation/13_falco/images/day3/members/allie/12_0148.webp,heuristic_or_automatically_generated,no,yes
155,day4/members/klaus/13_0503.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
155,day4/members/klaus/13_0503.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.011,outputs/03_anonymisation/12_riddle/images/day4/members/klaus/13_0503.webp,heuristic_or_automatically_generated,no,yes
156,day4/members/klaus/13_0503.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
156,day4/members/klaus/13_0503.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.049,outputs/03_anonymisation/13_falco/images/day4/members/klaus/13_0503.webp,heuristic_or_automatically_generated,no,yes
157,day3/members/cathal/11_0064.webp,riddle,author,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
157,day3/members/cathal/11_0064.webp,riddle,partner,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/12_riddle/images/day3/members/cathal/11_0064.webp,inherited_or_reused_review_result,no,yes
158,day3/members/cathal/11_0064.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
158,day3/members/cathal/11_0064.webp,falco,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.046,outputs/03_anonymisation/13_falco/images/day3/members/cathal/11_0064.webp,heuristic_or_automatically_generated,no,yes
159,day1/members/allie/10_0099.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
159,day1/members/allie/10_0099.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.089,outputs/03_anonymisation/12_riddle/images/day1/members/allie/10_0099.webp,heuristic_or_automatically_generated,no,yes
160,day1/members/allie/10_0099.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
160,day1/members/allie/10_0099.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.096,outputs/03_anonymisation/13_falco/images/day1/members/allie/10_0099.webp,heuristic_or_automatically_generated,no,yes
161,day4/members/luca/18_0590.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
161,day4/members/luca/18_0590.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
162,day4/members/luca/18_0590.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
162,day4/members/luca/18_0590.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
163,day1/members/allie/08_0276.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
163,day1/members/allie/08_0276.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.061,outputs/03_anonymisation/12_riddle/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
164,day1/members/allie/08_0276.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
164,day1/members/allie/08_0276.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.038,outputs/03_anonymisation/13_falco/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
165,day4/members/bao/11_0220.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
165,day4/members/bao/11_0220.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.063,outputs/03_anonymisation/12_riddle/images/day4/members/bao/11_0220.webp,heuristic_or_automatically_generated,no,yes
166,day4/members/bao/11_0220.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
166,day4/members/bao/11_0220.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.024,outputs/03_anonymisation/13_falco/images/day4/members/bao/11_0220.webp,heuristic_or_automatically_generated,no,yes
167,day1/members/florian/10_0419.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
167,day1/members/florian/10_0419.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.085,outputs/03_anonymisation/12_riddle/images/day1/members/florian/10_0419.webp,heuristic_or_automatically_generated,no,yes
168,day1/members/florian/10_0419.webp,falco,author,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
168,day1/members/florian/10_0419.webp,falco,partner,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/13_falco/images/day1/members/florian/10_0419.webp,inherited_or_reused_review_result,no,yes
169,day4/members/cathal/09_0257.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
169,day4/members/cathal/09_0257.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.047,outputs/03_anonymisation/12_riddle/images/day4/members/cathal/09_0257.webp,heuristic_or_automatically_generated,no,yes
170,day4/members/cathal/09_0257.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
170,day4/members/cathal/09_0257.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.024,outputs/03_anonymisation/13_falco/images/day4/members/cathal/09_0257.webp,heuristic_or_automatically_generated,no,yes
171,day2/members/cathal/10_0273.webp,riddle,author,0,1,false_positive_face_insertion,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
171,day2/members/cathal/10_0273.webp,riddle,partner,0,1,false_positive_face_insertion,expanded_structured_visual_review,FAIL,dual20_partner_human,,genuine_manual_partner_review,not_established,no
172,day2/members/cathal/10_0273.webp,falco,author,0,1,false_positive_face_insertion,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
172,day2/members/cathal/10_0273.webp,falco,partner,0,1,false_positive_face_insertion,expanded_structured_visual_review,FAIL,dual20_partner_human,,genuine_manual_partner_review,not_established,no
173,day1/members/werner/19_0438.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
173,day1/members/werner/19_0438.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.071,outputs/03_anonymisation/12_riddle/images/day1/members/werner/19_0438.webp,heuristic_or_automatically_generated,no,yes
174,day1/members/werner/19_0438.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
174,day1/members/werner/19_0438.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.048,outputs/03_anonymisation/13_falco/images/day1/members/werner/19_0438.webp,heuristic_or_automatically_generated,no,yes
175,day3/members/stevan/11_0119.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
175,day3/members/stevan/11_0119.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.039,outputs/03_anonymisation/12_riddle/images/day3/members/stevan/11_0119.webp,heuristic_or_automatically_generated,no,yes
176,day3/members/stevan/11_0119.webp,falco,author,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
176,day3/members/stevan/11_0119.webp,falco,partner,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/13_falco/images/day3/members/stevan/11_0119.webp,inherited_or_reused_review_result,no,yes
177,day4/members/allie/18_0334.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
177,day4/members/allie/18_0334.webp,riddle,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.133,outputs/03_anonymisation/12_riddle/images/day4/members/allie/18_0334.webp,heuristic_or_automatically_generated,no,yes
178,day4/members/allie/18_0334.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
178,day4/members/allie/18_0334.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.089,outputs/03_anonymisation/13_falco/images/day4/members/allie/18_0334.webp,heuristic_or_automatically_generated,no,yes
179,day3/members/stevan/13_0343.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
179,day3/members/stevan/13_0343.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.068,outputs/03_anonymisation/12_riddle/images/day3/members/stevan/13_0343.webp,heuristic_or_automatically_generated,no,yes
180,day3/members/stevan/13_0343.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
180,day3/members/stevan/13_0343.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.071,outputs/03_anonymisation/13_falco/images/day3/members/stevan/13_0343.webp,heuristic_or_automatically_generated,no,yes
181,day4/members/luca/14_0559.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
181,day4/members/luca/14_0559.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
182,day4/members/luca/14_0559.webp,falco,author,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
182,day4/members/luca/14_0559.webp,falco,partner,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,dual20_partner_human,,genuine_manual_partner_review,not_established,no
183,day4/members/onanong/13_0378.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
183,day4/members/onanong/13_0378.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.021,outputs/03_anonymisation/12_riddle/images/day4/members/onanong/13_0378.webp,heuristic_or_automatically_generated,no,yes
184,day4/members/onanong/13_0378.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
184,day4/members/onanong/13_0378.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.034,outputs/03_anonymisation/13_falco/images/day4/members/onanong/13_0378.webp,heuristic_or_automatically_generated,no,yes
185,day3/members/werner/08_0498.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
185,day3/members/werner/08_0498.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.053,outputs/03_anonymisation/12_riddle/images/day3/members/werner/08_0498.webp,heuristic_or_automatically_generated,no,yes
186,day3/members/werner/08_0498.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
186,day3/members/werner/08_0498.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.028,outputs/03_anonymisation/13_falco/images/day3/members/werner/08_0498.webp,heuristic_or_automatically_generated,no,yes
187,day2/members/florian/15_0118.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
187,day2/members/florian/15_0118.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.028,outputs/03_anonymisation/12_riddle/images/day2/members/florian/15_0118.webp,heuristic_or_automatically_generated,no,yes
188,day2/members/florian/15_0118.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
188,day2/members/florian/15_0118.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.031,outputs/03_anonymisation/13_falco/images/day2/members/florian/15_0118.webp,heuristic_or_automatically_generated,no,yes
189,day1/members/onanong/10_0201.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
189,day1/members/onanong/10_0201.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.061,outputs/03_anonymisation/12_riddle/images/day1/members/onanong/10_0201.webp,heuristic_or_automatically_generated,no,yes
190,day1/members/onanong/10_0201.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
190,day1/members/onanong/10_0201.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.041,outputs/03_anonymisation/13_falco/images/day1/members/onanong/10_0201.webp,heuristic_or_automatically_generated,no,yes
191,day2/members/klaus/18_0665.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
191,day2/members/klaus/18_0665.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
192,day2/members/klaus/18_0665.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
192,day2/members/klaus/18_0665.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
193,day2/members/florian/11_0279.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
193,day2/members/florian/11_0279.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.085,outputs/03_anonymisation/12_riddle/images/day2/members/florian/11_0279.webp,heuristic_or_automatically_generated,no,yes
194,day2/members/florian/11_0279.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
194,day2/members/florian/11_0279.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.078,outputs/03_anonymisation/13_falco/images/day2/members/florian/11_0279.webp,heuristic_or_automatically_generated,no,yes
195,day3/members/stevan/08_0717.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
195,day3/members/stevan/08_0717.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.051,outputs/03_anonymisation/12_riddle/images/day3/members/stevan/08_0717.webp,heuristic_or_automatically_generated,no,yes
196,day3/members/stevan/08_0717.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
196,day3/members/stevan/08_0717.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.033,outputs/03_anonymisation/13_falco/images/day3/members/stevan/08_0717.webp,heuristic_or_automatically_generated,no,yes
197,day4/members/allie/08_0040.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
197,day4/members/allie/08_0040.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.041,outputs/03_anonymisation/12_riddle/images/day4/members/allie/08_0040.webp,heuristic_or_automatically_generated,no,yes
198,day4/members/allie/08_0040.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
198,day4/members/allie/08_0040.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.014,outputs/03_anonymisation/13_falco/images/day4/members/allie/08_0040.webp,heuristic_or_automatically_generated,no,yes
199,day3/members/werner/08_0688.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
199,day3/members/werner/08_0688.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.051,outputs/03_anonymisation/12_riddle/images/day3/members/werner/08_0688.webp,heuristic_or_automatically_generated,no,yes
200,day3/members/werner/08_0688.webp,falco,author,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
200,day3/members/werner/08_0688.webp,falco,partner,0,1,expression_eye_artifact,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/13_falco/images/day3/members/werner/08_0688.webp,inherited_or_reused_review_result,no,yes
201,day1/members/allie/09_0273.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
201,day1/members/allie/09_0273.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
202,day1/members/allie/10_0099.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
202,day1/members/allie/10_0099.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
203,day1/members/allie/14_0135.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
203,day1/members/allie/14_0135.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
204,day1/members/allie/18_0412.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
204,day1/members/allie/18_0412.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
205,day1/members/bjorn/10_0088.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
205,day1/members/bjorn/10_0088.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
206,day1/members/bjorn/15_0004.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
206,day1/members/bjorn/15_0004.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
