index,image_id,local_path,review_pass,visible_face_leakage_risk,visible_text_leakage_risk,visible_screen_leakage_risk,scene_understandability,activity_understandability,visual_disruption,obvious_anonymisation_artifact_risk,selector_recommendation,review_provenance,ground_truth_boundary,pass_2_notes
85,day1/members/bjorn/17_0555.webp,data/castle2024/raw/day1/members/bjorn/17_0555.webp,pass_2_strict_expanded,high,possible,none,high,high,low,low_method_failure_risk,multi_face_and_table_text_context,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
86,day2/members/cathal/17_0595.webp,data/castle2024/raw/day2/members/cathal/17_0595.webp,pass_2_strict_expanded,high,none,none,high,high,low,medium_method_failure_risk,small_multiface_living_room,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
87,day1/members/werner/10_0365.webp,data/castle2024/raw/day1/members/werner/10_0365.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,multi_face_living_room,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
88,day1/fixed/meeting/14_0179.webp,data/castle2024/raw/day1/fixed/meeting/14_0179.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
89,day2/members/cathal/19_0295.webp,data/castle2024/raw/day2/members/cathal/19_0295.webp,pass_2_strict_expanded,high,possible,high,high,high,low,medium_method_failure_risk,force_screen_text_redaction;face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
90,day1/fixed/meeting/12_0574.webp,data/castle2024/raw/day1/fixed/meeting/12_0574.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
91,day4/fixed/living2/08_0042.webp,data/castle2024/raw/day4/fixed/living2/08_0042.webp,pass_2_strict_expanded,none,possible,none,high,medium,low,low_method_failure_risk,fixed_camera_no_face_multimodal,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
92,day1/fixed/living1/12_0021.webp,data/castle2024/raw/day1/fixed/living1/12_0021.webp,pass_2_strict_expanded,possible,possible,none,high,high,low,medium_method_failure_risk,fixed_camera_multimodal_group_scene,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
93,day1/fixed/reading/12_0649.webp,data/castle2024/raw/day1/fixed/reading/12_0649.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
94,day1/fixed/living2/15_0719.webp,data/castle2024/raw/day1/fixed/living2/15_0719.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
95,day3/fixed/reading/16_0452.webp,data/castle2024/raw/day3/fixed/reading/16_0452.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
96,day3/fixed/meeting/20_0235.webp,data/castle2024/raw/day3/fixed/meeting/20_0235.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
97,day2/members/onanong/10_0520.webp,data/castle2024/raw/day2/members/onanong/10_0520.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,multi_face_table_scene,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
98,day3/fixed/reading/15_0594.webp,data/castle2024/raw/day3/fixed/reading/15_0594.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
99,day3/members/luca/08_0474.webp,data/castle2024/raw/day3/members/luca/08_0474.webp,pass_2_strict_expanded,none,none,none,high,high,low,low_method_failure_risk,downward_cooking_no_face,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
100,day2/fixed/living2/12_0127.webp,data/castle2024/raw/day2/fixed/living2/12_0127.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
