relative_path,face_id,selected_method_rule,selected_method_learned,alternative_method_scores,feature_values,reason_for_selection,evidence_availability,selected_method_had_valid_output,failure_fallback,oracle_best_method,oracle_best_score,best_available_alternative
day4/fixed/meeting/14_0525.webp,0,blur,pixelate,"{""blur"": 0.994196666837387, ""diffusion"": 0.9941897143389672, ""pixelate"": 0.9942003001173725}","{""blur_score"": 0.0170151985272174, ""face_box_count"": 1, ""face_size_px"": 23.366642891095847, ""occlusion_ratio"": 0.9706959706959708, ""webp_artifact_score"": 0.4391545640980716}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9942003001173725,pixelate
day3/members/florian/13_0401.webp,0,blur,blur,"{""blur"": 0.9837652841735268, ""diffusion"": 0.7371569754508207, ""pixelate"": 0.4951276177875798}","{""blur_score"": 0.0180819083774077, ""face_box_count"": 4, ""face_size_px"": 290.37561881122184, ""occlusion_ratio"": 0.0882729666263431, ""webp_artifact_score"": 0.3102328085139909}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9837652841735268,blur
day4/members/onanong/11_0003.webp,0,blur,blur,"{""blur"": 0.9863023410940225, ""diffusion"": 0.9786400604497576, ""pixelate"": 0.792831125799871}","{""blur_score"": 0.0295948223275687, ""face_box_count"": 5, ""face_size_px"": 444.5402119043901, ""occlusion_ratio"": 0.1001032305076512, ""webp_artifact_score"": 0.2885768965993658}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9863023410940225,blur
day2/fixed/living1/09_0101.webp,0,blur,pixelate,"{""blur"": 0.9946068627960658, ""diffusion"": 0.9943836248843952, ""pixelate"": 0.9946855787609348}","{""blur_score"": 0.0158382273257874, ""face_box_count"": 2, ""face_size_px"": 47.62352359916263, ""occlusion_ratio"": 0.3562610229276896, ""webp_artifact_score"": 0.4720454546134576}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9946855787609348,pixelate
day1/fixed/kitchen/17_0500.webp,0,blur,pixelate,"{""blur"": 0.9933452541825774, ""diffusion"": 0.9932762253286821, ""pixelate"": 0.9942782940746383}","{""blur_score"": 0.0173944518702475, ""face_box_count"": 3, ""face_size_px"": 118.79393923933998, ""occlusion_ratio"": 0.2304421768707483, ""webp_artifact_score"": 0.4311962626110124}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9942782940746383,pixelate
day1/members/florian/19_0460.webp,0,blur,blur,"{""blur"": 0.8219872937001583, ""diffusion"": 0.8196539711022419, ""pixelate"": 0.8261504932338651}","{""blur_score"": 0.0332133948760663, ""face_box_count"": 6, ""face_size_px"": 294.32125305522874, ""occlusion_ratio"": 0.1955757575757576, ""webp_artifact_score"": 0.360468619320311}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.8261504932338651,pixelate
day3/members/onanong/17_0437.webp,0,blur,blur,"{""blur"": 0.9840458918996345, ""diffusion"": 0.9800682158958169, ""pixelate"": 0.9906857062765645}","{""blur_score"": 0.0259093650965153, ""face_box_count"": 4, ""face_size_px"": 302.7969616756416, ""occlusion_ratio"": 0.1483323517221821, ""webp_artifact_score"": 0.4531079677322092}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9906857062765645,pixelate
day3/fixed/kitchen/09_0191.webp,0,blur,pixelate,"{""blur"": 0.9949750440431163, ""diffusion"": 0.9950411099386759, ""pixelate"": 0.9955165312027708}","{""blur_score"": 0.0128291794044508, ""face_box_count"": 1, ""face_size_px"": 111.45851246091524, ""occlusion_ratio"": 0.0602913949931578, ""webp_artifact_score"": 0.4451344124556549}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9955165312027708,pixelate
day4/members/allie/08_0024.webp,0,blur,pixelate,"{""blur"": 0.9927691078444169, ""diffusion"": 0.9913289658370198, ""pixelate"": 0.0}","{""blur_score"": 0.0967160807198672, ""face_box_count"": 1, ""face_size_px"": 298.7975903517296, ""occlusion_ratio"": 0.3302307347670251, ""webp_artifact_score"": 0.4474370911063832}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9927691078444169,blur
day2/members/florian/14_0095.webp,0,blur,blur,"{""blur"": 0.9864325960053278, ""diffusion"": 0.9794645821204645, ""pixelate"": 0.24790569547109054}","{""blur_score"": 0.0389965757576696, ""face_box_count"": 4, ""face_size_px"": 306.78331114974293, ""occlusion_ratio"": 0.2022079136384886, ""webp_artifact_score"": 0.3329454719437263}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9864325960053278,blur
day3/fixed/living1/19_0299.webp,0,blur,pixelate,"{""blur"": 0.9957503532831836, ""diffusion"": 0.9957503532831836, ""pixelate"": 0.9957503532831836}","{""blur_score"": 0.0121998212822676, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.507735156587338}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9957503532831836,blur
day2/members/tien/11_0632.webp,0,blur,blur,"{""blur"": 0.9907399807982369, ""diffusion"": 0.9835888293330921, ""pixelate"": 0.0}","{""blur_score"": 0.0388165977320132, ""face_box_count"": 1, ""face_size_px"": 394.1725510483956, ""occlusion_ratio"": 0.2766586000051489, ""webp_artifact_score"": 0.5059619894313299}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9907399807982369,blur
day1/members/onanong/14_0233.webp,0,blur,pixelate,"{""blur"": 0.9890959034979354, ""diffusion"": 0.986005887871756, ""pixelate"": 0.9928342241867624}","{""blur_score"": 0.0177516429201271, ""face_box_count"": 4, ""face_size_px"": 233.58082113050293, ""occlusion_ratio"": 0.1999999999999999, ""webp_artifact_score"": 0.3188857366160107}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9928342241867624,pixelate
day1/members/luca/09_0244.webp,0,blur,pixelate,"{""blur"": 0.9864875116828523, ""diffusion"": 0.9852272056503747, ""pixelate"": 0.9916300065738567}","{""blur_score"": 0.0188505199301943, ""face_box_count"": 5, ""face_size_px"": 260.3075104563831, ""occlusion_ratio"": 0.1943624557260921, ""webp_artifact_score"": 0.3868682546862612}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9916300065738567,pixelate
day2/fixed/kitchen/19_0045.webp,0,blur,pixelate,"{""blur"": 0.9945566575464367, ""diffusion"": 0.994394228483908, ""pixelate"": 0.9951476204160071}","{""blur_score"": 0.0157701676989587, ""face_box_count"": 2, ""face_size_px"": 110.4445562261898, ""occlusion_ratio"": 0.1627315953434989, ""webp_artifact_score"": 0.441077425302828}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9951476204160071,pixelate
day2/members/cathal/14_0169.webp,0,blur,pixelate,"{""blur"": 0.98693258130195, ""diffusion"": 0.9822136105053955, ""pixelate"": 0.826598198244131}","{""blur_score"": 0.0433792811478212, ""face_box_count"": 6, ""face_size_px"": 293.6153946917634, ""occlusion_ratio"": 0.439096392529869, ""webp_artifact_score"": 0.3604599862482791}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.98693258130195,blur
day1/members/bjorn/12_0456.webp,0,blur,blur,"{""blur"": 0.9877506888798301, ""diffusion"": 0.9845961352832755, ""pixelate"": 0.4960208566713333}","{""blur_score"": 0.0190359277556955, ""face_box_count"": 2, ""face_size_px"": 362.3175402875218, ""occlusion_ratio"": 0.2426146837911543, ""webp_artifact_score"": 0.3062619814242726}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9877506888798301,blur
day4/fixed/meeting/16_0571.webp,0,blur,pixelate,"{""blur"": 0.9909583715989091, ""diffusion"": 0.9902722128700588, ""pixelate"": 0.992333826532871}","{""blur_score"": 0.0236408570851069, ""face_box_count"": 2, ""face_size_px"": 205.57723609388276, ""occlusion_ratio"": 0.0161610903412048, ""webp_artifact_score"": 0.365169932181566}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.992333826532871,pixelate
day2/fixed/living2/14_0530.webp,0,blur,pixelate,"{""blur"": 0.9950818979246822, ""diffusion"": 0.9947671522922449, ""pixelate"": 0.995532805426866}","{""blur_score"": 0.0073193796363933, ""face_box_count"": 4, ""face_size_px"": 100.75713374248, ""occlusion_ratio"": 0.3221040189125296, ""webp_artifact_score"": 0.53240675151772}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.995532805426866,pixelate
day2/members/werner/19_0134.webp,0,blur,pixelate,"{""blur"": 0.9936329458098602, ""diffusion"": 0.9922067510558611, ""pixelate"": 0.994542741329847}","{""blur_score"": 0.0554394188211331, ""face_box_count"": 1, ""face_size_px"": 225.30867715203516, ""occlusion_ratio"": 0.0497990702072335, ""webp_artifact_score"": 0.4773235541272109}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.994542741329847,pixelate
day4/members/florian/10_0165.webp,0,blur,pixelate,"{""blur"": 0.9943437588325287, ""diffusion"": 0.994373541187103, ""pixelate"": 0.9945953275132687}","{""blur_score"": 0.0296306865395582, ""face_box_count"": 1, ""face_size_px"": 91.104335791443, ""occlusion_ratio"": 0.7818072289156627, ""webp_artifact_score"": 0.3679129098807103}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9945953275132687,pixelate
day2/members/tien/18_0606.webp,0,blur,pixelate,"{""blur"": 0.993753651839576, ""diffusion"": 0.9917974640801265, ""pixelate"": 0.994999033090887}","{""blur_score"": 0.056542390312024, ""face_box_count"": 3, ""face_size_px"": 128.7944098165755, ""occlusion_ratio"": 0.0339401977333011, ""webp_artifact_score"": 0.4700458920766364}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.994999033090887,pixelate
day2/members/onanong/11_0267.webp,0,blur,pixelate,"{""blur"": 0.9866379428751403, ""diffusion"": 0.846244273299307, ""pixelate"": 0.9909847213399102}","{""blur_score"": 0.0100171260209537, ""face_box_count"": 7, ""face_size_px"": 220.2158032476325, ""occlusion_ratio"": 0.1123208578203938, ""webp_artifact_score"": 0.4958441900017334}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9909847213399102,pixelate
day1/members/allie/18_0323.webp,0,blur,blur,"{""blur"": 0.9875454787655059, ""diffusion"": 0.9832055698132853, ""pixelate"": 0.4958117873538339}","{""blur_score"": 0.0590496841350316, ""face_box_count"": 4, ""face_size_px"": 269.9333251008478, ""occlusion_ratio"": 0.2810304128238911, ""webp_artifact_score"": 0.5120962391334385}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9875454787655059,blur
day3/fixed/living2/13_0337.webp,0,blur,pixelate,"{""blur"": 0.9959323908979906, ""diffusion"": 0.9958474831720747, ""pixelate"": 0.9960160335724625}","{""blur_score"": 0.0025518708587621, ""face_box_count"": 5, ""face_size_px"": 35.94440151122286, ""occlusion_ratio"": 0.3374613003095975, ""webp_artifact_score"": 0.3500485478266686}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9960160335724625,pixelate
day4/fixed/kitchen/10_0544.webp,0,blur,pixelate,"{""blur"": 0.9953755746516539, ""diffusion"": 0.9949509122899985, ""pixelate"": 0.9956974012527757}","{""blur_score"": 0.0175272668787259, ""face_box_count"": 1, ""face_size_px"": 119.49058540320236, ""occlusion_ratio"": 0.3206331418966242, ""webp_artifact_score"": 0.4576914303315114}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9956974012527757,pixelate
day1/fixed/living1/20_0322.webp,0,blur,pixelate,"{""blur"": 0.9963277058057965, ""diffusion"": 0.9963277058057965, ""pixelate"": 0.9963277058057965}","{""blur_score"": 0.0159892989225319, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4233913743701785}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9963277058057965,blur
day1/members/klaus/14_0376.webp,0,blur,blur,"{""blur"": 0.983128663089008, ""diffusion"": 0.9746776941690785, ""pixelate"": 0.8792909448690212}","{""blur_score"": 0.0149196952857167, ""face_box_count"": 9, ""face_size_px"": 373.4702130023224, ""occlusion_ratio"": 0.2927444794952681, ""webp_artifact_score"": 0.474015996771433}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.983128663089008,blur
day4/fixed/meeting/14_0238.webp,0,blur,blur,"{""blur"": 0.9902768511970924, ""diffusion"": 0.9882893727525822, ""pixelate"": 0.9917754811979496}","{""blur_score"": 0.0192844413907003, ""face_box_count"": 7, ""face_size_px"": 233.4180798481557, ""occlusion_ratio"": 0.0273658321709125, ""webp_artifact_score"": 0.3796043020094624}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9917754811979496,pixelate
day3/members/florian/19_0104.webp,0,blur,pixelate,"{""blur"": 0.995558713834564, ""diffusion"": 0.995558713834564, ""pixelate"": 0.995558713834564}","{""blur_score"": 0.0137866855316814, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4742312316086314}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.995558713834564,blur
day4/members/bao/13_0166.webp,0,blur,pixelate,"{""blur"": 0.9881814234049197, ""diffusion"": 0.7396154894618008, ""pixelate"": 0.7438436773791792}","{""blur_score"": 0.0251207786181877, ""face_box_count"": 4, ""face_size_px"": 223.94418947586027, ""occlusion_ratio"": 0.056210245059919, ""webp_artifact_score"": 0.5224321411928683}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9881814234049197,blur
day3/members/tien/08_0653.webp,0,blur,pixelate,"{""blur"": 0.9937392412745699, ""diffusion"": 0.992371349748574, ""pixelate"": 0.9944242024586928}","{""blur_score"": 0.0367191532663518, ""face_box_count"": 1, ""face_size_px"": 166.6373307515456, ""occlusion_ratio"": 0.2008066839527513, ""webp_artifact_score"": 0.4640285690845576}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9944242024586928,pixelate
day4/fixed/meeting/12_0612.webp,0,blur,pixelate,"{""blur"": 0.9897269478343707, ""diffusion"": 0.9897134608033998, ""pixelate"": 0.8499990784716874}","{""blur_score"": 0.0176743021559821, ""face_box_count"": 7, ""face_size_px"": 207.9951922521288, ""occlusion_ratio"": 0.0266053349359715, ""webp_artifact_score"": 0.4103415577191116}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9897269478343707,blur
day4/fixed/meeting/14_0009.webp,0,blur,pixelate,"{""blur"": 0.9934957003256613, ""diffusion"": 0.9933947846466262, ""pixelate"": 0.9937728064068739}","{""blur_score"": 0.0159429319940309, ""face_box_count"": 9, ""face_size_px"": 45.11097427455984, ""occlusion_ratio"": 0.1479115479115479, ""webp_artifact_score"": 0.4245403187475967}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9937728064068739,pixelate
day3/members/tien/08_0636.webp,0,blur,pixelate,"{""blur"": 0.49596925669991787, ""diffusion"": 0.4934891793175471, ""pixelate"": 0.0}","{""blur_score"": 0.1015004181136973, ""face_box_count"": 2, ""face_size_px"": 253.9822828466584, ""occlusion_ratio"": 0.2420822546390314, ""webp_artifact_score"": 0.4420452748878156}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.49596925669991787,blur
day2/members/onanong/13_0219.webp,0,blur,blur,"{""blur"": 0.9845523096620218, ""diffusion"": 0.9844421666673572, ""pixelate"": 0.0}","{""blur_score"": 0.0445076699337736, ""face_box_count"": 2, ""face_size_px"": 367.1620895462929, ""occlusion_ratio"": 0.1841730461100231, ""webp_artifact_score"": 0.3814589633040564}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9845523096620218,blur
day4/fixed/meeting/10_0461.webp,0,pixelate,blur,"{""blur"": 0.9809077398304064, ""diffusion"": 0.9673939631963905, ""pixelate"": 0.7407070690587116}","{""blur_score"": 0.0155146989596958, ""face_box_count"": 4, ""face_size_px"": 657.9726438082362, ""occlusion_ratio"": 0.1484103592283243, ""webp_artifact_score"": 0.4904603934161358}",sharper_large_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9809077398304064,blur
day1/members/cathal/09_0270.webp,0,blur,pixelate,"{""blur"": 0.9878065443230869, ""diffusion"": 0.987244117759669, ""pixelate"": 0.8501592293129989}","{""blur_score"": 0.0244082995894074, ""face_box_count"": 7, ""face_size_px"": 220.7260745811423, ""occlusion_ratio"": 0.14376026272578, ""webp_artifact_score"": 0.4253101634149585}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9878065443230869,blur
day3/members/luca/18_0289.webp,0,blur,pixelate,"{""blur"": 0.985945954676108, ""diffusion"": 0.9865984847697491, ""pixelate"": 0.9914792667789808}","{""blur_score"": 0.0489348090239969, ""face_box_count"": 5, ""face_size_px"": 216.4301272928517, ""occlusion_ratio"": 0.1559284402886298, ""webp_artifact_score"": 0.4543293616294743}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9914792667789808,pixelate
day3/members/stevan/20_0617.webp,0,pixelate,blur,"{""blur"": 0.8403895358654205, ""diffusion"": 0.9687948550205142, ""pixelate"": 0.7062248885936323}","{""blur_score"": 0.022890698978082, ""face_box_count"": 7, ""face_size_px"": 579.0336777770357, ""occlusion_ratio"": 0.3535433070866142, ""webp_artifact_score"": 0.3779288323378913}",sharper_large_face,full_for_blur_pixelate_diffusion_proxy,yes,,diffusion,0.9687948550205142,diffusion
day2/members/tien/18_0685.webp,0,blur,pixelate,"{""blur"": 0.9951166132399661, ""diffusion"": 0.9948213243022083, ""pixelate"": 0.995553541027053}","{""blur_score"": 0.0714157460565215, ""face_box_count"": 1, ""face_size_px"": 127.74975538137048, ""occlusion_ratio"": 0.0729779411764706, ""webp_artifact_score"": 0.5216052888476241}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.995553541027053,pixelate
day2/members/cathal/19_0375.webp,0,blur,blur,"{""blur"": 0.9846094870964599, ""diffusion"": 0.9807263352597614, ""pixelate"": 0.6598496271882947}","{""blur_score"": 0.0156120881275215, ""face_box_count"": 3, ""face_size_px"": 433.8571193376917, ""occlusion_ratio"": 0.1948977857112499, ""webp_artifact_score"": 0.4910259186256112}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9846094870964599,blur
day1/members/allie/13_0703.webp,0,blur,pixelate,"{""blur"": 0.9936163891076079, ""diffusion"": 0.9930576157834423, ""pixelate"": 0.0}","{""blur_score"": 0.0231760843769645, ""face_box_count"": 1, ""face_size_px"": 257.4567924914781, ""occlusion_ratio"": 0.1422213505521694, ""webp_artifact_score"": 0.3958880441785122}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9936163891076079,blur
day4/members/bjorn/11_0138.webp,0,blur,blur,"{""blur"": 0.9816608822990004, ""diffusion"": 0.9757916407522167, ""pixelate"": 0.8473135734772552}","{""blur_score"": 0.0235045428741712, ""face_box_count"": 7, ""face_size_px"": 468.8731171649746, ""occlusion_ratio"": 0.2630752995333012, ""webp_artifact_score"": 0.3944993420516445}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9816608822990004,blur
day1/members/luca/10_0409.webp,0,blur,pixelate,"{""blur"": 0.9926062717976983, ""diffusion"": 0.990912023372573, ""pixelate"": 0.9935136739917799}","{""blur_score"": 0.0643985280395343, ""face_box_count"": 4, ""face_size_px"": 115.72380913191546, ""occlusion_ratio"": 0.2096027479091995, ""webp_artifact_score"": 0.470656600365795}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9935136739917799,pixelate
day1/members/stevan/08_0583.webp,0,blur,pixelate,"{""blur"": 0.9926668479051032, ""diffusion"": 0.9926435709263276, ""pixelate"": 0.9934388896474569}","{""blur_score"": 0.0400032759559212, ""face_box_count"": 2, ""face_size_px"": 155.72090418437725, ""occlusion_ratio"": 0.0023093735824157, ""webp_artifact_score"": 0.476980501563943}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9934388896474569,pixelate
day2/members/luca/12_0151.webp,0,blur,blur,"{""blur"": 0.9773510010825927, ""diffusion"": 0.9697815964480784, ""pixelate"": 0.49322186660667366}","{""blur_score"": 0.0133411925185525, ""face_box_count"": 4, ""face_size_px"": 508.1840217873837, ""occlusion_ratio"": 0.3329938703044712, ""webp_artifact_score"": 0.5064964455905527}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9773510010825927,blur
day3/fixed/living2/19_0644.webp,0,blur,pixelate,"{""blur"": 0.9945475999986032, ""diffusion"": 0.4973420364483801, ""pixelate"": 0.9952341842899456}","{""blur_score"": 0.0207515956572301, ""face_box_count"": 2, ""face_size_px"": 126.85818854137877, ""occlusion_ratio"": 0.3001304915180514, ""webp_artifact_score"": 0.326365101174721}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9952341842899456,pixelate
day3/members/stevan/09_0406.webp,0,blur,pixelate,"{""blur"": 0.9914717277141398, ""diffusion"": 0.9893829906819219, ""pixelate"": 0.9938128890443406}","{""blur_score"": 0.0241055161296151, ""face_box_count"": 3, ""face_size_px"": 193.9768027368221, ""occlusion_ratio"": 0.3922462593350519, ""webp_artifact_score"": 0.4864056369062517}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9938128890443406,pixelate
day4/fixed/meeting/12_0600.webp,0,blur,pixelate,"{""blur"": 0.9928045290836293, ""diffusion"": 0.9924910123864644, ""pixelate"": 0.9933412917603848}","{""blur_score"": 0.0173991762741116, ""face_box_count"": 4, ""face_size_px"": 123.05283418109477, ""occlusion_ratio"": 0.174745740324924, ""webp_artifact_score"": 0.4293361814316179}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9933412917603848,pixelate
day4/members/bao/12_0416.webp,0,blur,blur,"{""blur"": 0.9855512251459646, ""diffusion"": 0.9776206884937905, ""pixelate"": 0.7430490525095585}","{""blur_score"": 0.0233660471706057, ""face_box_count"": 4, ""face_size_px"": 407.4923312161837, ""occlusion_ratio"": 0.2908641975308642, ""webp_artifact_score"": 0.4818466879714846}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9855512251459646,blur
day3/members/bjorn/10_0228.webp,0,blur,blur,"{""blur"": 0.48975788631879186, ""diffusion"": 0.9708091031607587, ""pixelate"": 0.0}","{""blur_score"": 0.0316190339473724, ""face_box_count"": 2, ""face_size_px"": 695.18055208701, ""occlusion_ratio"": 0.2227277994355192, ""webp_artifact_score"": 0.5043452648649569}",high_blur,full_for_blur_pixelate_diffusion_proxy,yes,,diffusion,0.9708091031607587,diffusion
day1/members/luca/08_0655.webp,0,blur,pixelate,"{""blur"": 0.9932946116084912, ""diffusion"": 0.9922333992377689, ""pixelate"": 0.0}","{""blur_score"": 0.032602247159286, ""face_box_count"": 1, ""face_size_px"": 243.64728605096343, ""occlusion_ratio"": 0.2791590863149383, ""webp_artifact_score"": 0.5245765182705782}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9932946116084912,blur
day3/members/onanong/13_0383.webp,0,blur,blur,"{""blur"": 0.9909637623142101, ""diffusion"": 0.9907389937861014, ""pixelate"": 0.0}","{""blur_score"": 0.087438814099127, ""face_box_count"": 1, ""face_size_px"": 316.5248805386395, ""occlusion_ratio"": 0.2702219826725756, ""webp_artifact_score"": 0.456816817127345}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9909637623142101,blur
day4/members/cathal/18_0478.webp,0,blur,blur,"{""blur"": 0.9879836110048402, ""diffusion"": 0.9832945956816852, ""pixelate"": 0.6609882321287898}","{""blur_score"": 0.0214593199178518, ""face_box_count"": 3, ""face_size_px"": 340.88121098118626, ""occlusion_ratio"": 0.3172030981067125, ""webp_artifact_score"": 0.5559040534279291}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9879836110048402,blur
day4/members/klaus/15_0033.webp,0,blur,pixelate,"{""blur"": 0.9959311943801484, ""diffusion"": 0.9959311943801484, ""pixelate"": 0.9959311943801484}","{""blur_score"": 0.0128468433422492, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.3320621443287757}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9959311943801484,blur
day2/members/cathal/19_0696.webp,0,blur,blur,"{""blur"": 0.981469750268175, ""diffusion"": 0.8397245984881081, ""pixelate"": 0.8481367069203}","{""blur_score"": 0.039129907474908, ""face_box_count"": 7, ""face_size_px"": 384.7141796191037, ""occlusion_ratio"": 0.1073071855680551, ""webp_artifact_score"": 0.409212237934641}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.981469750268175,blur
day3/members/luca/08_0206.webp,0,blur,pixelate,"{""blur"": 0.9945049864154926, ""diffusion"": 0.9945049864154926, ""pixelate"": 0.9945049864154926}","{""blur_score"": 0.10812969791652, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4758263433683261}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9945049864154926,blur
day3/members/florian/09_0451.webp,0,blur,blur,"{""blur"": 0.985636479962379, ""diffusion"": 0.7360172194003842, ""pixelate"": 0.49553952231197856}","{""blur_score"": 0.0559558994887433, ""face_box_count"": 4, ""face_size_px"": 302.8663071389751, ""occlusion_ratio"": 0.0616823652537937, ""webp_artifact_score"": 0.3295285058508854}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.985636479962379,blur
day2/fixed/living1/14_0686.webp,0,blur,pixelate,"{""blur"": 0.9956860090137338, ""diffusion"": 0.9956860090137338, ""pixelate"": 0.9956860090137338}","{""blur_score"": 0.005511245154544, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4203778479371189}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9956860090137338,blur
day3/members/klaus/17_0717.webp,0,blur,pixelate,"{""blur"": 0.9828860623484822, ""diffusion"": 0.8422258797603706, ""pixelate"": 0.9891524027850753}","{""blur_score"": 0.016974327276118, ""face_box_count"": 7, ""face_size_px"": 231.862027939031, ""occlusion_ratio"": 0.3340773809523809, ""webp_artifact_score"": 0.3326199384183561}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9891524027850753,pixelate
day2/members/luca/11_0298.webp,0,blur,pixelate,"{""blur"": 0.9922415368690886, ""diffusion"": 0.9881995105369352, ""pixelate"": 0.6625852976144487}","{""blur_score"": 0.0343607458596028, ""face_box_count"": 3, ""face_size_px"": 213.2275779536972, ""occlusion_ratio"": 0.7742268948225047, ""webp_artifact_score"": 0.3082775600049658}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9922415368690886,blur
